id,template_question,intent,slots,answer_template
TPL_148,"Mình muốn đặt bàn [RES_NAME] ngày [BOOKING_DATE], còn giờ nào?","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Ngày [BOOKING_DATE] tại [RES_NAME] còn các giờ: [TIME_SLOTS]."
TPL_149,"Kiểm tra giờ trống [RES_NAME] ngày [BOOKING_DATE] giúp mình.","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Dạ [RES_NAME] ngày [BOOKING_DATE] còn trống các giờ: [TIME_SLOTS]."
TPL_150,"[RES_NAME] có những ca nào vào ngày [BOOKING_DATE]?","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Các ca tại [RES_NAME] ngày [BOOKING_DATE] gồm: [TIME_SLOTS]."
TPL_151,"Cho hỏi giờ available của [RES_NAME] ngày [BOOKING_DATE].","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Giờ available của [RES_NAME] ngày [BOOKING_DATE]: [TIME_SLOTS]."
TPL_152,"Ngày [BOOKING_DATE] tôi có thể đến [RES_NAME] lúc nào?","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Ngày [BOOKING_DATE] bạn có thể đến [RES_NAME] vào: [TIME_SLOTS]."
TPL_153,"Danh sách giờ đặt bàn [RES_NAME] ngày [BOOKING_DATE].","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Danh sách giờ đặt [RES_NAME] ngày [BOOKING_DATE]: [TIME_SLOTS]."
TPL_154,"Hôm nay [BOOKING_DATE] [RES_NAME] còn chỗ giờ nào?","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Hôm nay [BOOKING_DATE], [RES_NAME] còn chỗ các giờ: [TIME_SLOTS]."
TPL_155,"Slot trống [RES_NAME] ngày [BOOKING_DATE].","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Slot trống [RES_NAME] ngày [BOOKING_DATE] là: [TIME_SLOTS]."
TPL_156,"Khung giờ rảnh của [RES_NAME] ngày [BOOKING_DATE]?","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Khung giờ rảnh [RES_NAME] ngày [BOOKING_DATE]: [TIME_SLOTS]."
TPL_157,"Ngày [BOOKING_DATE] book [RES_NAME] giờ nào được?","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Ngày [BOOKING_DATE] bạn book [RES_NAME] được các giờ: [TIME_SLOTS]."
TPL_158,"Xem lịch [RES_NAME] ngày [BOOKING_DATE].","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Lịch [RES_NAME] ngày [BOOKING_DATE] còn: [TIME_SLOTS]."
TPL_159,"Thời gian đặt bàn còn lại ở [RES_NAME] ngày [BOOKING_DATE].","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Thời gian còn lại tại [RES_NAME] ngày [BOOKING_DATE]: [TIME_SLOTS]."
TPL_160,"Bảng giờ [RES_NAME] ngày [BOOKING_DATE].","ASK_TIME_SLOTS","RES_NAME,BOOKING_DATE","Bảng giờ [RES_NAME] ngày [BOOKING_DATE]: [TIME_SLOTS]."
TPL_161,"Có nhà hàng nào ở [DISTRICT] không?","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Danh sách nhà hàng tại [DISTRICT]: [RESTAURANT_LIST]."
TPL_162,"Tìm giúp mình quán ăn khu vực [DISTRICT], [CITY].","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT,CITY","Tại [DISTRICT], [CITY] có các nhà hàng sau: [RESTAURANT_LIST]."
TPL_163,"Danh sách nhà hàng tại [DISTRICT] gồm những đâu?","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Ở [DISTRICT] có các nhà hàng: [RESTAURANT_LIST]."
TPL_164,"Mình đang ở [DISTRICT], có chỗ nào ngon không?","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Tại [DISTRICT] bạn có thể tham khảo: [RESTAURANT_LIST]."
TPL_165,"Gợi ý vài nhà hàng quanh [DISTRICT] với.","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Gợi ý cho bạn các nhà hàng quanh [DISTRICT]: [RESTAURANT_LIST]."
TPL_166,"Khu vực [DISTRICT] có những quán nào đang hoạt động?","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Khu vực [DISTRICT] hiện có các quán: [RESTAURANT_LIST]."
TPL_167,"Quận [DISTRICT] có quán nào nổi tiếng?","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Quận [DISTRICT] có các quán nổi tiếng: [RESTAURANT_LIST]."
TPL_168,"Tìm nhà hàng gần [DISTRICT] giúp tôi.","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Gần [DISTRICT] có các nhà hàng: [RESTAURANT_LIST]."
TPL_169,"Cho mình list quán ăn ở [DISTRICT].","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","List quán ăn tại [DISTRICT] đây ạ: [RESTAURANT_LIST]."
TPL_170,"Ở [DISTRICT] thì ăn ở đâu?","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Ở [DISTRICT] bạn có thể ăn tại: [RESTAURANT_LIST]."
TPL_171,"Quanh [DISTRICT] có nhà hàng nào không?","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Quanh [DISTRICT] có: [RESTAURANT_LIST]."
TPL_172,"Mình muốn tìm quán tại [DISTRICT].","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Tại [DISTRICT] có các quán: [RESTAURANT_LIST]."
TPL_173,"Khu [DISTRICT] có gì ăn không?","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Khu [DISTRICT] có các nhà hàng: [RESTAURANT_LIST]."
TPL_174,"Search nhà hàng khu vực [DISTRICT].","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Kết quả tìm kiếm nhà hàng khu vực [DISTRICT]: [RESTAURANT_LIST]."
TPL_175,"Liệt kê nhà hàng ở [DISTRICT] [CITY].","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT,CITY","Nhà hàng ở [DISTRICT] [CITY] gồm: [RESTAURANT_LIST]."
TPL_176,"Bạn biết quán nào ở [DISTRICT] không?","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Mình biết các quán sau ở [DISTRICT]: [RESTAURANT_LIST]."
TPL_177,"Chỗ ăn ngon tại [DISTRICT].","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Chỗ ăn ngon tại [DISTRICT]: [RESTAURANT_LIST]."
TPL_178,"Review nhà hàng khu [DISTRICT].","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Khu [DISTRICT] có các nhà hàng được đánh giá cao: [RESTAURANT_LIST]."
TPL_179,"Tìm địa điểm ăn uống ở [DISTRICT].","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Địa điểm ăn uống tại [DISTRICT]: [RESTAURANT_LIST]."
TPL_180,"Các quán tại [DISTRICT] là quán nào?","SEARCH_RESTAURANT_BY_LOCATION","DISTRICT","Các quán tại [DISTRICT] là: [RESTAURANT_LIST]."
TPL_181,"[RES_NAME] còn bàn cho [NUM_GUESTS] người lúc [TIME] ngày [BOOKING_DATE] không?","CHECK_AVAILABILITY_SIMPLE","RES_NAME,NUM_GUESTS,TIME,BOOKING_DATE","Dạ, tại [RES_NAME] cho [NUM_GUESTS] khách lúc [TIME] ngày [BOOKING_DATE]: [AVAILABLE_STATUS]."
TPL_182,"Mình muốn đặt [NUM_GUESTS] chỗ tại [RES_NAME] vào [BOOKING_DATE] lúc [TIME], còn chỗ không?","CHECK_AVAILABILITY_SIMPLE","RES_NAME,BOOKING_DATE,TIME,NUM_GUESTS","Để mình kiểm tra ạ. Tình trạng bàn tại [RES_NAME] ngày [BOOKING_DATE], [TIME] cho [NUM_GUESTS] người là: [AVAILABLE_STATUS]."
TPL_183,"Check giúp mình [RES_NAME], [BOOKING_DATE], [TIME] cho [NUM_GUESTS] khách nhé.","CHECK_AVAILABILITY_SIMPLE","RES_NAME,BOOKING_DATE,TIME,NUM_GUESTS","Kết quả kiểm tra [RES_NAME] ngày [BOOKING_DATE] lúc [TIME] cho [NUM_GUESTS] khách: [AVAILABLE_STATUS]."
TPL_184,"Còn bàn trống ở [RES_NAME] vào [TIME] ngày [BOOKING_DATE] cho nhóm [NUM_GUESTS] người không?","CHECK_AVAILABILITY_SIMPLE","RES_NAME,TIME,BOOKING_DATE,NUM_GUESTS","Hiện tại [RES_NAME] lúc [TIME] ngày [BOOKING_DATE] cho [NUM_GUESTS] người đang [AVAILABLE_STATUS]."
TPL_185,"Mình đi [NUM_GUESTS] người, muốn ghé [RES_NAME] lúc [TIME] ngày [BOOKING_DATE] được không?","CHECK_AVAILABILITY_SIMPLE","NUM_GUESTS,RES_NAME,TIME,BOOKING_DATE","Với yêu cầu [NUM_GUESTS] người tại [RES_NAME] lúc [TIME] ngày [BOOKING_DATE], trạng thái là: [AVAILABLE_STATUS]."
TPL_186,"Tình trạng bàn tại [RES_NAME] lúc [TIME], [BOOKING_DATE] cho [NUM_GUESTS] khách thế nào?","CHECK_AVAILABILITY_SIMPLE","RES_NAME,TIME,BOOKING_DATE,NUM_GUESTS","Dạ tình trạng bàn ở [RES_NAME] vào [TIME] ngày [BOOKING_DATE] cho [NUM_GUESTS] khách là: [AVAILABLE_STATUS]."
TPL_187,"Ngày [BOOKING_DATE] lúc [TIME] tôi muốn đặt bàn [NUM_GUESTS] người ở [RES_NAME].","CHECK_AVAILABILITY_SIMPLE","BOOKING_DATE,TIME,NUM_GUESTS,RES_NAME","Dạ để mình xem. Tại [RES_NAME] ngày [BOOKING_DATE] lúc [TIME] cho [NUM_GUESTS] khách: [AVAILABLE_STATUS]."
TPL_188,"Kiểm tra bàn [RES_NAME], [NUM_GUESTS] pax, [TIME], [BOOKING_DATE].","CHECK_AVAILABILITY_SIMPLE","RES_NAME,NUM_GUESTS,TIME,BOOKING_DATE","Kiểm tra cho [RES_NAME]: [NUM_GUESTS] pax, [TIME], [BOOKING_DATE] -> [AVAILABLE_STATUS]."
TPL_189,"Tôi cần bàn [NUM_GUESTS] người tại [RES_NAME] vào [TIME] hôm [BOOKING_DATE].","CHECK_AVAILABILITY_SIMPLE","NUM_GUESTS,RES_NAME,TIME,BOOKING_DATE","Dạ bàn [NUM_GUESTS] người tại [RES_NAME] vào [TIME] hôm [BOOKING_DATE] hiện: [AVAILABLE_STATUS]."
TPL_190,"Còn chỗ không [RES_NAME], ngày [BOOKING_DATE], [TIME], [NUM_GUESTS] khách?","CHECK_AVAILABILITY_SIMPLE","RES_NAME,BOOKING_DATE,TIME,NUM_GUESTS","Tại [RES_NAME] ngày [BOOKING_DATE] lúc [TIME] cho [NUM_GUESTS] khách: [AVAILABLE_STATUS]."
TPL_191,"Nhóm [NUM_GUESTS] người ghé [RES_NAME] lúc [TIME] ngày [BOOKING_DATE] còn bàn chứ?","CHECK_AVAILABILITY_SIMPLE","NUM_GUESTS,RES_NAME,TIME,BOOKING_DATE","Dạ nhóm [NUM_GUESTS] người tại [RES_NAME] lúc [TIME] ngày [BOOKING_DATE] đang: [AVAILABLE_STATUS]."
TPL_192,"Đặt [RES_NAME] cho [NUM_GUESTS] người, [TIME] [BOOKING_DATE].","CHECK_AVAILABILITY_SIMPLE","RES_NAME,NUM_GUESTS,TIME,BOOKING_DATE","Yêu cầu đặt [RES_NAME] cho [NUM_GUESTS] người lúc [TIME] ngày [BOOKING_DATE]: [AVAILABLE_STATUS]."
TPL_193,"Xem giúp mình [RES_NAME] còn nhận khách [NUM_GUESTS] người lúc [TIME] ngày [BOOKING_DATE] không.","CHECK_AVAILABILITY_SIMPLE","RES_NAME,NUM_GUESTS,TIME,BOOKING_DATE","[RES_NAME] nhận khách [NUM_GUESTS] người lúc [TIME] ngày [BOOKING_DATE]: [AVAILABLE_STATUS]."
TPL_194,"Book bàn [RES_NAME], [BOOKING_DATE] lúc [TIME] cho [NUM_GUESTS] người.","CHECK_AVAILABILITY_SIMPLE","RES_NAME,BOOKING_DATE,TIME,NUM_GUESTS","Book bàn [RES_NAME] ngày [BOOKING_DATE] lúc [TIME] cho [NUM_GUESTS] người: [AVAILABLE_STATUS]."
TPL_195,"[RES_NAME] ngày [BOOKING_DATE] tầm [TIME] có đủ chỗ cho [NUM_GUESTS] người không?","CHECK_AVAILABILITY_SIMPLE","RES_NAME,BOOKING_DATE,TIME,NUM_GUESTS","Dạ [RES_NAME] ngày [BOOKING_DATE] tầm [TIME] cho [NUM_GUESTS] người: [AVAILABLE_STATUS]."
TPL_196,"Check slot [RES_NAME] [BOOKING_DATE] [TIME] [NUM_GUESTS] pax.","CHECK_AVAILABILITY_SIMPLE","RES_NAME,BOOKING_DATE,TIME,NUM_GUESTS","Slot [RES_NAME] [BOOKING_DATE] [TIME] [NUM_GUESTS] pax: [AVAILABLE_STATUS]."
TPL_197,"Mình muốn biết [RES_NAME] còn bàn [NUM_GUESTS] ghế vào [TIME] ngày [BOOKING_DATE] không.","CHECK_AVAILABILITY_SIMPLE","RES_NAME,NUM_GUESTS,TIME,BOOKING_DATE","Bàn [NUM_GUESTS] ghế tại [RES_NAME] vào [TIME] ngày [BOOKING_DATE]: [AVAILABLE_STATUS]."
TPL_198,"Liệu có bàn cho [NUM_GUESTS] người tại [RES_NAME] lúc [TIME] [BOOKING_DATE]?","CHECK_AVAILABILITY_SIMPLE","NUM_GUESTS,RES_NAME,TIME,BOOKING_DATE","Bàn cho [NUM_GUESTS] người tại [RES_NAME] lúc [TIME] [BOOKING_DATE]: [AVAILABLE_STATUS]."
TPL_199,"Hỏi [RES_NAME] xem còn chỗ cho [NUM_GUESTS] người lúc [TIME] ngày [BOOKING_DATE] không.","CHECK_AVAILABILITY_SIMPLE","RES_NAME,NUM_GUESTS,TIME,BOOKING_DATE","Thông tin chỗ ngồi tại [RES_NAME] cho [NUM_GUESTS] người lúc [TIME] ngày [BOOKING_DATE]: [AVAILABLE_STATUS]."
TPL_200,"Check bàn trống [RES_NAME] ngày [BOOKING_DATE] giờ [TIME] số lượng [NUM_GUESTS].","CHECK_AVAILABILITY_SIMPLE","RES_NAME,BOOKING_DATE,TIME,NUM_GUESTS","Bàn trống [RES_NAME] ngày [BOOKING_DATE] giờ [TIME] số lượng [NUM_GUESTS]: [AVAILABLE_STATUS]."
TPL_201,"Cho mình hỏi [RES_NAME] mở cửa tới mấy giờ đêm?","ASK_OPENING_HOURS","RES_NAME","[RES_NAME] mở cửa phục vụ đến [OPENING_HOURS] ạ."
TPL_202,"Sáng mai mấy giờ ghé [RES_NAME] ăn được nhỉ?","ASK_OPENING_HOURS","RES_NAME","Bạn có thể ghé [RES_NAME] từ [OPENING_HOURS] nhé."
TPL_203,"Giờ mở quán của [RES_NAME] là như thế nào?","ASK_OPENING_HOURS","RES_NAME","Giờ mở quán của [RES_NAME] là [OPENING_HOURS] ạ."
TPL_204,"Có ai biết khung giờ [RES_NAME] làm việc không?","ASK_OPENING_HOURS","RES_NAME","[RES_NAME] làm việc trong khung giờ [OPENING_HOURS] ạ."
TPL_205,"[RES_NAME] có nghỉ trưa không hay mở thông tầm?","ASK_OPENING_HOURS","RES_NAME","Thời gian hoạt động của [RES_NAME] là [OPENING_HOURS]."
TPL_206,"Muốn qua [RES_NAME] sớm thì mấy giờ được?","ASK_OPENING_HOURS","RES_NAME","[RES_NAME] bắt đầu đón khách từ [OPENING_HOURS] ạ."
TPL_207,"Tầm này [RES_NAME] đã đóng cửa chưa?","ASK_OPENING_HOURS","RES_NAME","[RES_NAME] hoạt động theo lịch [OPENING_HOURS] bạn nhé."
TPL_208,"Xin cái lịch mở bán của [RES_NAME].","ASK_OPENING_HOURS","RES_NAME","Lịch mở bán tại [RES_NAME]: [OPENING_HOURS]."
TPL_209,"[RES_NAME] open lúc mấy giờ vậy ad?","ASK_OPENING_HOURS","RES_NAME","Dạ [RES_NAME] open lúc [OPENING_HOURS] ạ."
TPL_210,"Thời gian phục vụ khách của [RES_NAME] ra sao?","ASK_OPENING_HOURS","RES_NAME","[RES_NAME] phục vụ khách từ [OPENING_HOURS]."
TPL_211,"Cuối tuần [RES_NAME] mở giờ nào?","ASK_OPENING_HOURS","RES_NAME","Khung giờ mở cửa của [RES_NAME] là [OPENING_HOURS] ạ."
TPL_212,"Mấy giờ thì nhân viên [RES_NAME] bắt đầu làm?","ASK_OPENING_HOURS","RES_NAME","Nhà hàng [RES_NAME] hoạt động từ [OPENING_HOURS] ạ."
TPL_213,"Giờ nhận order cuối của [RES_NAME] là mấy giờ?","ASK_OPENING_HOURS","RES_NAME","[RES_NAME] mở cửa trong khoảng [OPENING_HOURS]."
TPL_214,"Cho hỏi [RES_NAME] chừng nào mở cửa?","ASK_OPENING_HOURS","RES_NAME","Dạ [RES_NAME] mở cửa lúc [OPENING_HOURS]."
TPL_215,"Quán [RES_NAME] có mở khuya không?","ASK_OPENING_HOURS","RES_NAME","Giờ hoạt động của [RES_NAME] là [OPENING_HOURS] ạ."
TPL_216,"[RES_NAME] đóng cửa muộn nhất là mấy giờ?","ASK_OPENING_HOURS","RES_NAME","[RES_NAME] đóng cửa lúc [OPENING_HOURS] bạn nhé."
TPL_217,"Check giúp mình giờ hoạt động [RES_NAME].","ASK_OPENING_HOURS","RES_NAME","Giờ hoạt động [RES_NAME]: [OPENING_HOURS]."
TPL_218,"Alo, [RES_NAME] mấy giờ nghỉ bán?","ASK_OPENING_HOURS","RES_NAME","[RES_NAME] nghỉ bán vào lúc [OPENING_HOURS] ạ."
TPL_219,"Giờ giấc của [RES_NAME] thế nào?","ASK_OPENING_HOURS","RES_NAME","[RES_NAME] mở từ [OPENING_HOURS] ạ."
TPL_220,"[RES_NAME] mở cửa đón khách chưa?","ASK_OPENING_HOURS","RES_NAME","Lịch mở cửa của [RES_NAME] là [OPENING_HOURS] ạ."
TPL_221,"Tìm đường tới [RES_NAME] giúp mình.","ASK_ADDRESS","RES_NAME","Bạn có thể đến [RES_NAME] tại [ADDRESS]."
TPL_222,"Quán [RES_NAME] nằm đoạn nào trên bản đồ?","ASK_ADDRESS","RES_NAME","[RES_NAME] nằm ở [ADDRESS] ạ."
TPL_223,"[RES_NAME] có gần trung tâm không, địa chỉ đâu?","ASK_ADDRESS","RES_NAME","Địa chỉ [RES_NAME] là [ADDRESS] ạ."
TPL_224,"Cho mình xin toạ độ của [RES_NAME].","ASK_ADDRESS","RES_NAME","[RES_NAME] toạ lạc tại [ADDRESS]."
TPL_225,"Định vị [RES_NAME] chỗ nào vậy?","ASK_ADDRESS","RES_NAME","Vị trí của [RES_NAME] là [ADDRESS] ạ."
TPL_226,"[RES_NAME] ở khúc đường nào?","ASK_ADDRESS","RES_NAME","[RES_NAME] nằm trên đường [ADDRESS]."
TPL_227,"Chỗ [RES_NAME] địa chỉ là gì thế?","ASK_ADDRESS","RES_NAME","Địa chỉ chỗ [RES_NAME] là [ADDRESS] ạ."
TPL_228,"[RES_NAME] nằm ở số mấy?","ASK_ADDRESS","RES_NAME","Số địa chỉ của [RES_NAME] là [ADDRESS]."
TPL_229,"Bạn chỉ mình cách đi đến [RES_NAME] với.","ASK_ADDRESS","RES_NAME","Mời bạn đến [RES_NAME] theo địa chỉ [ADDRESS]."
TPL_230,"Cơ sở [RES_NAME] nằm ở đâu?","ASK_ADDRESS","RES_NAME","Cơ sở [RES_NAME] tại [ADDRESS] ạ."
TPL_231,"[RES_NAME] địa chỉ cụ thể ra sao?","ASK_ADDRESS","RES_NAME","Cụ thể [RES_NAME] ở [ADDRESS] bạn nhé."
TPL_232,"Gửi location [RES_NAME] qua đây giùm.","ASK_ADDRESS","RES_NAME","Location của [RES_NAME]: [ADDRESS]."
TPL_233,"Mình muốn biết nơi chốn của [RES_NAME].","ASK_ADDRESS","RES_NAME","[RES_NAME] ở tại [ADDRESS] ạ."
TPL_234,"Search địa chỉ [RES_NAME] giúp tôi.","ASK_ADDRESS","RES_NAME","Kết quả địa chỉ [RES_NAME]: [ADDRESS]."
TPL_235,"Đường đi [RES_NAME] có dễ không?","ASK_ADDRESS","RES_NAME","[RES_NAME] nằm ở [ADDRESS], đường đi rất thuận tiện."
TPL_236,"Địa điểm quán [RES_NAME] ở mô?","ASK_ADDRESS","RES_NAME","[RES_NAME] ở tại [ADDRESS] ạ."
TPL_237,"Nhà hàng [RES_NAME] tọa lạc phương nào?","ASK_ADDRESS","RES_NAME","[RES_NAME] tọa lạc tại [ADDRESS]."
TPL_238,"Cho địa chỉ để mình book grab tới [RES_NAME].","ASK_ADDRESS","RES_NAME","Bạn book xe tới [RES_NAME] địa chỉ: [ADDRESS] nhé."
TPL_239,"[RES_NAME] ở khu nào vậy bạn?","ASK_ADDRESS","RES_NAME","[RES_NAME] nằm ở khu vực [ADDRESS]."
TPL_240,"Địa chỉ nhà hàng [RES_NAME] cho ai chưa biết.","ASK_ADDRESS","RES_NAME","Địa chỉ [RES_NAME] là [ADDRESS] ạ."
TPL_241,"Liên hệ [RES_NAME] số nào nhanh nhất?","ASK_PHONE","RES_NAME","Liên hệ nhanh nhất với [RES_NAME] qua số [PHONE] ạ."
TPL_242,"Cho mình xin số điện thoại bàn [RES_NAME].","ASK_PHONE","RES_NAME","Số điện thoại bàn của [RES_NAME] là [PHONE]."
TPL_243,"Gọi đặt món ở [RES_NAME] qua số nào?","ASK_PHONE","RES_NAME","Để đặt món, bạn gọi số [PHONE] của [RES_NAME] nhé."
TPL_244,"Hotline hỗ trợ của [RES_NAME] là gì?","ASK_PHONE","RES_NAME","Hotline hỗ trợ [RES_NAME]: [PHONE]."
TPL_245,"Mình muốn gọi check bàn tại [RES_NAME].","ASK_PHONE","RES_NAME","Bạn gọi số [PHONE] để check bàn tại [RES_NAME] ạ."
TPL_246,"Số di động của chủ quán [RES_NAME]?","ASK_PHONE","RES_NAME","Bạn vui lòng liên hệ hotline chung [RES_NAME]: [PHONE]."
TPL_247,"Tìm sđt [RES_NAME] giúp mình.","ASK_PHONE","RES_NAME","SĐT của [RES_NAME] là [PHONE] ạ."
TPL_248,"Số phone [RES_NAME] bao nhiêu vậy?","ASK_PHONE","RES_NAME","Phone [RES_NAME] là [PHONE] ạ."
TPL_249,"Contact number của [RES_NAME] là gì?","ASK_PHONE","RES_NAME","Contact number [RES_NAME]: [PHONE]."
TPL_250,"Cho xin số đường dây nóng [RES_NAME].","ASK_PHONE","RES_NAME","Đường dây nóng [RES_NAME] là [PHONE]."
TPL_251,"Mình cần số để phàn nàn dịch vụ [RES_NAME].","ASK_PHONE","RES_NAME","Bạn hãy gọi số CSKH [RES_NAME]: [PHONE]."
TPL_252,"Tổng đài đặt chỗ [RES_NAME] số mấy?","ASK_PHONE","RES_NAME","Tổng đài đặt chỗ [RES_NAME]: [PHONE]."
TPL_253,"[RES_NAME] có dùng Zalo số nào không?","ASK_PHONE","RES_NAME","Bạn có thể liên hệ [RES_NAME] qua số [PHONE]."
TPL_254,"Làm ơn cho số điện thoại [RES_NAME].","ASK_PHONE","RES_NAME","Số điện thoại [RES_NAME] đây ạ: [PHONE]."
TPL_255,"Cần gọi [RES_NAME] gấp, cho số đi.","ASK_PHONE","RES_NAME","Số hotline [RES_NAME] là [PHONE] ạ."
TPL_256,"Xin số hotline [RES_NAME] để hỏi đường.","ASK_PHONE","RES_NAME","Bạn gọi [PHONE] để hỏi đường đến [RES_NAME] nhé."
TPL_257,"Số máy bàn của [RES_NAME] là số nào?","ASK_PHONE","RES_NAME","Số máy của [RES_NAME] là [PHONE]."
TPL_258,"Có số nào liên lạc được với lễ tân [RES_NAME] không?","ASK_PHONE","RES_NAME","Số lễ tân [RES_NAME] là [PHONE] ạ."
TPL_259,"Tra cứu sđt nhà hàng [RES_NAME].","ASK_PHONE","RES_NAME","SĐT nhà hàng [RES_NAME]: [PHONE]."
TPL_260,"Mình muốn xin contact [RES_NAME].","ASK_PHONE","RES_NAME","Contact của [RES_NAME] là [PHONE] ạ."
TPL_261,"Món best seller ở [RES_NAME] là gì?","ASK_MENU","RES_NAME","Các món best seller tại [RES_NAME] gồm: [MENU_LIST]."
TPL_262,"Gửi mình cái thực đơn [RES_NAME] coi chơi.","ASK_MENU","RES_NAME","Gửi bạn thực đơn [RES_NAME]: [MENU_LIST]."
TPL_263,"Menu [RES_NAME] có phong phú không?","ASK_MENU","RES_NAME","[RES_NAME] có menu rất phong phú: [MENU_LIST]."
TPL_264,"Đồ ăn ở [RES_NAME] gồm những gì?","ASK_MENU","RES_NAME","Đồ ăn tại [RES_NAME] bao gồm: [MENU_LIST]."
TPL_265,"[RES_NAME] phục vụ những món nào vậy?","ASK_MENU","RES_NAME","[RES_NAME] phục vụ các món: [MENU_LIST]."
TPL_266,"Có món gì lạ ở [RES_NAME] không?","ASK_MENU","RES_NAME","[RES_NAME] có các món đặc sắc như: [MENU_LIST]."
TPL_267,"Mình chưa biết ăn gì ở [RES_NAME].","ASK_MENU","RES_NAME","Bạn có thể tham khảo menu [RES_NAME]: [MENU_LIST]."
TPL_268,"List món ngon quán [RES_NAME].","ASK_MENU","RES_NAME","List món ngon tại [RES_NAME]: [MENU_LIST]."
TPL_269,"Cho mình xin ảnh menu [RES_NAME] được không?","ASK_MENU","RES_NAME","Dạ mình gửi bạn danh sách món ăn tại [RES_NAME]: [MENU_LIST]."
TPL_270,"Hỏi về thực đơn quán [RES_NAME].","ASK_MENU","RES_NAME","Thực đơn quán [RES_NAME] gồm: [MENU_LIST]."
TPL_271,"[RES_NAME] bán đồ ăn gì thế?","ASK_MENU","RES_NAME","[RES_NAME] bán các món: [MENU_LIST]."
TPL_272,"Menu chính của [RES_NAME] là gì?","ASK_MENU","RES_NAME","Menu chính của [RES_NAME] có: [MENU_LIST]."
TPL_273,"Giới thiệu món ăn [RES_NAME].","ASK_MENU","RES_NAME","Xin giới thiệu các món ăn tại [RES_NAME]: [MENU_LIST]."
TPL_274,"Xem list đồ ăn [RES_NAME].","ASK_MENU","RES_NAME","List đồ ăn [RES_NAME]: [MENU_LIST]."
TPL_275,"Ở [RES_NAME] ăn món gì ngon nhất?","ASK_MENU","RES_NAME","Tại [RES_NAME] bạn nên thử: [MENU_LIST]."
TPL_276,"Thực đơn tham khảo [RES_NAME].","ASK_MENU","RES_NAME","Mời bạn tham khảo thực đơn [RES_NAME]: [MENU_LIST]."
TPL_277,"Các món đặc sản của [RES_NAME].","ASK_MENU","RES_NAME","Đặc sản [RES_NAME] gồm: [MENU_LIST]."
TPL_278,"Mình muốn xem danh sách món [RES_NAME].","ASK_MENU","RES_NAME","Danh sách món [RES_NAME] đây ạ: [MENU_LIST]."
TPL_279,"[RES_NAME] có menu mới chưa?","ASK_MENU","RES_NAME","Menu hiện tại của [RES_NAME] gồm: [MENU_LIST]."
TPL_280,"Tư vấn món ăn tại [RES_NAME].","ASK_MENU","RES_NAME","Dạ [RES_NAME] có các món: [MENU_LIST]."
TPL_281,"Xin giá [DISH_NAME] tại [RES_NAME] cái.","ASK_DISH_PRICE","DISH_NAME,RES_NAME","Giá [DISH_NAME] tại [RES_NAME] là [PRICE] nhé."
TPL_282,"[DISH_NAME] bên [RES_NAME] bán mấy tiền?","ASK_DISH_PRICE","DISH_NAME,RES_NAME","[DISH_NAME] bên [RES_NAME] bán giá [PRICE] ạ."
TPL_283,"Giá cả món [DISH_NAME] ở [RES_NAME] thế nào?","ASK_DISH_PRICE","DISH_NAME,RES_NAME","Món [DISH_NAME] ở [RES_NAME] có giá [PRICE] ạ."
TPL_284,"[RES_NAME] tính tiền món [DISH_NAME] bao nhiêu?","ASK_DISH_PRICE","DISH_NAME,RES_NAME","[RES_NAME] tính món [DISH_NAME] giá [PRICE]."
